condition_id,condition_name,defense_state,attack_type,epsilon,error_family,risk_priority,true_label,true_class_name,predicted_label,predicted_class_name,count,total_windows,percent_of_total_windows,safety_proxy_interpretation,thesis_use,claim_boundary
undefended_fgsm_epsilon_0_03,"Undefended FGSM attack, epsilon 0.030",undefended,FGSM,0.030,missed_fall_multiclass_error,highest,1,fall,6,stand up,6,996,0.6024,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_fgsm_epsilon_0_03,"Undefended FGSM attack, epsilon 0.030",undefended,FGSM,0.030,false_fall_alarm_multiclass_error,high,0,lie down,1,fall,11,996,1.1044,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_fgsm_epsilon_0_03,"Undefended FGSM attack, epsilon 0.030",undefended,FGSM,0.030,false_fall_alarm_multiclass_error,high,2,walk,1,fall,36,996,3.6145,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_fgsm_epsilon_0_03,"Undefended FGSM attack, epsilon 0.030",undefended,FGSM,0.030,false_fall_alarm_multiclass_error,high,3,pickup,1,fall,3,996,0.3012,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_fgsm_epsilon_0_03,"Undefended FGSM attack, epsilon 0.030",undefended,FGSM,0.030,false_fall_alarm_multiclass_error,high,4,run,1,fall,50,996,5.0201,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_fgsm_epsilon_0_03,"Undefended FGSM attack, epsilon 0.030",undefended,FGSM,0.030,false_fall_alarm_multiclass_error,high,5,sit down,1,fall,9,996,0.9036,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_fgsm_epsilon_0_03,"Undefended FGSM attack, epsilon 0.030",undefended,FGSM,0.030,false_fall_alarm_multiclass_error,high,6,stand up,1,fall,10,996,1.0040,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,0,lie down,9,996,0.9036,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,2,walk,54,996,5.4217,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,3,pickup,0,996,0.0000,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,4,run,15,996,1.5060,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,5,sit down,11,996,1.1044,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,missed_fall_multiclass_error,highest,1,fall,6,stand up,0,996,0.0000,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,false_fall_alarm_multiclass_error,high,0,lie down,1,fall,20,996,2.0080,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,false_fall_alarm_multiclass_error,high,2,walk,1,fall,35,996,3.5141,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,false_fall_alarm_multiclass_error,high,3,pickup,1,fall,0,996,0.0000,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,false_fall_alarm_multiclass_error,high,4,run,1,fall,34,996,3.4137,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,false_fall_alarm_multiclass_error,high,5,sit down,1,fall,10,996,1.0040,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
undefended_pgd_epsilon_0_03,"Undefended PGD attack, epsilon 0.030",undefended,PGD,0.030,false_fall_alarm_multiclass_error,high,6,stand up,1,fall,16,996,1.6064,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,missed_fall_multiclass_error,highest,1,fall,0,lie down,0,996,0.0000,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,missed_fall_multiclass_error,highest,1,fall,2,walk,39,996,3.9157,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,missed_fall_multiclass_error,highest,1,fall,3,pickup,0,996,0.0000,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,missed_fall_multiclass_error,highest,1,fall,4,run,14,996,1.4056,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,missed_fall_multiclass_error,highest,1,fall,5,sit down,0,996,0.0000,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,missed_fall_multiclass_error,highest,1,fall,6,stand up,0,996,0.0000,Fall window predicted as a non-fall activity; contributes to window-level missed fall rate.,"Use to explain which non-fall classes absorb fall windows under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,false_fall_alarm_multiclass_error,high,0,lie down,1,fall,0,996,0.0000,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,false_fall_alarm_multiclass_error,high,2,walk,1,fall,1,996,0.1004,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,false_fall_alarm_multiclass_error,high,3,pickup,1,fall,8,996,0.8032,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,false_fall_alarm_multiclass_error,high,4,run,1,fall,3,996,0.3012,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,false_fall_alarm_multiclass_error,high,5,sit down,1,fall,0,996,0.0000,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
defended_clean,Defended clean baseline,FGSM adversarial-training defense,none,NA,false_fall_alarm_multiclass_error,high,6,stand up,1,fall,10,996,1.0040,Non-fall window predicted as fall; contributes to window-level false fall alarm count.,"Use to explain which non-fall activities are converted into false fall alarms under clean, attacked, or defended conditions.","Research implementation only; window-level multiclass error-taxonomy analysis; software-level processed-tensor perturbations only; not clinical validation, not medical-device validation, not diagnostic evidence, not real patient deployment, not regulatory evaluation, not event-level fall validation, not long-lie validation, not time-to-alarm validation, and not physical-layer / packet-level / preamble-level / SDR / over-the-air validation."
