rule,tau1,tau2,pgd_recall,pgd_fp,walkrun_fp,specificity,precision,f1
D_pfall+entropy,0.16,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.16,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.16,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.16,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.16,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.16,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.16,1.2,0.067,33,24,0.927,0.083,0.074
D_pfall+entropy,0.16,1.3,0.200,58,42,0.873,0.134,0.161
D_pfall+entropy,0.16,1.4,0.311,84,60,0.815,0.143,0.196
D_pfall+entropy,0.16,1.5,0.489,96,68,0.789,0.186,0.270
D_pfall+entropy,0.16,1.6,0.600,107,75,0.765,0.201,0.302
D_pfall+entropy,0.16,1.7,0.644,111,78,0.756,0.207,0.314
D_pfall+entropy,0.16,1.8,0.667,114,79,0.749,0.208,0.317
D_pfall+entropy,0.16,1.9,0.667,115,80,0.747,0.207,0.316
D_pfall+entropy,0.16,2.0,0.667,115,80,0.747,0.207,0.316
D_pfall+entropy,0.2,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.2,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.2,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.2,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.2,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.2,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.2,1.2,0.067,33,24,0.927,0.083,0.074
D_pfall+entropy,0.2,1.3,0.200,58,42,0.873,0.134,0.161
D_pfall+entropy,0.2,1.4,0.311,84,60,0.815,0.143,0.196
D_pfall+entropy,0.2,1.5,0.489,96,68,0.789,0.186,0.270
D_pfall+entropy,0.2,1.6,0.600,107,75,0.765,0.201,0.302
D_pfall+entropy,0.2,1.7,0.644,111,78,0.756,0.207,0.314
D_pfall+entropy,0.2,1.8,0.667,114,79,0.749,0.208,0.317
D_pfall+entropy,0.2,1.9,0.667,115,80,0.747,0.207,0.316
D_pfall+entropy,0.2,2.0,0.667,115,80,0.747,0.207,0.316
D_pfall+entropy,0.24,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.24,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.24,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.24,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.24,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.24,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.24,1.2,0.067,33,24,0.927,0.083,0.074
D_pfall+entropy,0.24,1.3,0.200,58,42,0.873,0.134,0.161
D_pfall+entropy,0.24,1.4,0.311,84,60,0.815,0.143,0.196
D_pfall+entropy,0.24,1.5,0.489,96,68,0.789,0.186,0.270
D_pfall+entropy,0.24,1.6,0.600,107,75,0.765,0.201,0.302
D_pfall+entropy,0.24,1.7,0.644,111,78,0.756,0.207,0.314
D_pfall+entropy,0.24,1.8,0.667,114,79,0.749,0.208,0.317
D_pfall+entropy,0.24,1.9,0.667,115,80,0.747,0.207,0.316
D_pfall+entropy,0.24,2.0,0.667,115,80,0.747,0.207,0.316
D_pfall+entropy,0.28,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.28,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.28,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.28,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.28,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.28,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.28,1.2,0.067,33,24,0.927,0.083,0.074
D_pfall+entropy,0.28,1.3,0.200,58,42,0.873,0.134,0.161
D_pfall+entropy,0.28,1.4,0.311,84,60,0.815,0.143,0.196
D_pfall+entropy,0.28,1.5,0.489,96,68,0.789,0.186,0.270
D_pfall+entropy,0.28,1.6,0.600,107,75,0.765,0.201,0.302
D_pfall+entropy,0.28,1.7,0.644,109,76,0.760,0.210,0.317
D_pfall+entropy,0.28,1.8,0.667,111,77,0.756,0.213,0.323
D_pfall+entropy,0.28,1.9,0.667,111,77,0.756,0.213,0.323
D_pfall+entropy,0.28,2.0,0.667,111,77,0.756,0.213,0.323
D_pfall+entropy,0.32,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.32,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.32,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.32,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.32,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.32,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.32,1.2,0.067,33,24,0.927,0.083,0.074
D_pfall+entropy,0.32,1.3,0.200,58,42,0.873,0.134,0.161
D_pfall+entropy,0.32,1.4,0.311,84,60,0.815,0.143,0.196
D_pfall+entropy,0.32,1.5,0.489,96,68,0.789,0.186,0.270
D_pfall+entropy,0.32,1.6,0.533,106,74,0.767,0.185,0.274
D_pfall+entropy,0.32,1.7,0.578,107,74,0.765,0.195,0.292
D_pfall+entropy,0.32,1.8,0.600,107,74,0.765,0.201,0.302
D_pfall+entropy,0.32,1.9,0.600,107,74,0.765,0.201,0.302
D_pfall+entropy,0.32,2.0,0.600,107,74,0.765,0.201,0.302
D_pfall+entropy,0.36,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.36,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.36,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.36,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.36,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.36,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.36,1.2,0.067,33,24,0.927,0.083,0.074
D_pfall+entropy,0.36,1.3,0.200,57,41,0.875,0.136,0.162
D_pfall+entropy,0.36,1.4,0.289,81,57,0.822,0.138,0.187
D_pfall+entropy,0.36,1.5,0.467,93,65,0.796,0.184,0.264
D_pfall+entropy,0.36,1.6,0.511,99,68,0.782,0.189,0.275
D_pfall+entropy,0.36,1.7,0.556,99,68,0.782,0.202,0.296
D_pfall+entropy,0.36,1.8,0.556,99,68,0.782,0.202,0.296
D_pfall+entropy,0.36,1.9,0.556,99,68,0.782,0.202,0.296
D_pfall+entropy,0.36,2.0,0.556,99,68,0.782,0.202,0.296
D_pfall+entropy,0.4,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.4,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.4,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.4,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.4,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.4,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.4,1.2,0.067,33,24,0.927,0.083,0.074
D_pfall+entropy,0.4,1.3,0.178,55,39,0.879,0.127,0.148
D_pfall+entropy,0.4,1.4,0.222,78,55,0.829,0.114,0.150
D_pfall+entropy,0.4,1.5,0.289,88,61,0.807,0.129,0.178
D_pfall+entropy,0.4,1.6,0.333,92,63,0.798,0.140,0.197
D_pfall+entropy,0.4,1.7,0.356,92,63,0.798,0.148,0.209
D_pfall+entropy,0.4,1.8,0.356,92,63,0.798,0.148,0.209
D_pfall+entropy,0.4,1.9,0.356,92,63,0.798,0.148,0.209
D_pfall+entropy,0.4,2.0,0.356,92,63,0.798,0.148,0.209
D_pfall+entropy,0.44,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.44,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.44,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.44,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.44,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.44,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.44,1.2,0.067,33,24,0.927,0.083,0.074
D_pfall+entropy,0.44,1.3,0.111,54,38,0.881,0.085,0.096
D_pfall+entropy,0.44,1.4,0.156,74,52,0.837,0.086,0.111
D_pfall+entropy,0.44,1.5,0.178,83,57,0.818,0.088,0.118
D_pfall+entropy,0.44,1.6,0.222,86,59,0.811,0.104,0.142
D_pfall+entropy,0.44,1.7,0.222,86,59,0.811,0.104,0.142
D_pfall+entropy,0.44,1.8,0.222,86,59,0.811,0.104,0.142
D_pfall+entropy,0.44,1.9,0.222,86,59,0.811,0.104,0.142
D_pfall+entropy,0.44,2.0,0.222,86,59,0.811,0.104,0.142
D_pfall+entropy,0.48,0.0,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.1,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.2,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.3,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.4,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.5,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.6,0.000,0,0,1.000,0.000,0.000
D_pfall+entropy,0.48,0.7,0.000,1,1,0.998,0.000,0.000
D_pfall+entropy,0.48,0.8,0.000,2,2,0.996,0.000,0.000
D_pfall+entropy,0.48,0.9,0.000,3,3,0.993,0.000,0.000
D_pfall+entropy,0.48,1.0,0.022,7,7,0.985,0.125,0.038
D_pfall+entropy,0.48,1.1,0.044,10,10,0.978,0.167,0.070
D_pfall+entropy,0.48,1.2,0.067,32,24,0.930,0.086,0.075
D_pfall+entropy,0.48,1.3,0.089,53,38,0.884,0.070,0.078
D_pfall+entropy,0.48,1.4,0.089,69,49,0.848,0.055,0.068
D_pfall+entropy,0.48,1.5,0.111,74,51,0.837,0.063,0.081
D_pfall+entropy,0.48,1.6,0.111,75,52,0.835,0.062,0.080
