split,sample_id,true_class,model,family,representation,fall_score,predicted_class,below_operating_threshold,operating_threshold_far012,rank_among_falls_desc
val,71,fall,SA1_lowFA,SA1_sat,lenet,0.083365,walk,True,0.104403,29
val,71,fall,SA1_macroF1,SA1_sat,lenet,0.113875,pickup,True,0.259205,39
val,71,fall,SA1_safety,SA1_sat,lenet,0.189591,walk,True,0.310699,35
val,71,fall,ST1_lowFA,ST1_beta3p0,lenet,0.095071,walk,True,0.157616,35
val,71,fall,ST1_macroF1,ST1_beta3p0,lenet,0.083812,walk,True,0.190872,39
val,71,fall,ST1_safety,ST1_beta3p0,lenet,0.258628,pickup,True,0.422517,36
val,71,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.053353,run,True,0.153511,39
val,71,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.14652,walk,True,0.289528,37
val,71,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.25569,fall,True,0.393386,32
val,71,fall,VD_seed42,variantD,lenet,0.340779,fall,True,0.99924,23
val,71,fall,VD_seed43,variantD,lenet,0.151524,walk,True,0.994964,39
val,72,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.104829,pickup,True,0.143261,29
val,72,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.099103,walk,True,0.543669,26
val,72,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.100762,walk,True,0.293561,35
val,72,fall,BLF_safety,BiLSTM_finetune,bilstm,0.141349,sit down,True,0.227623,13
val,72,fall,D14B_seed43,D14_pauc_rank,lenet,0.16273,walk,True,0.200217,32
val,72,fall,D14B_seed44,D14_pauc_rank,lenet,0.162946,walk,True,0.191555,30
val,72,fall,G1_lowFA_s42,G1_hardneg,lenet,0.050294,walk,True,0.144991,40
val,72,fall,G1_maxrec_s42,G1_hardneg,lenet,0.167809,lie down,True,0.306177,37
val,72,fall,G1_safety_s44,G1_hardneg,lenet,0.312759,fall,True,0.314376,22
val,72,fall,GR1_lowFA,GR1_gairat,lenet,0.142251,walk,True,0.187872,24
val,72,fall,GR1_safety,GR1_gairat,lenet,0.127844,walk,True,0.36618,41
val,72,fall,SA1_lowFA,SA1_sat,lenet,0.05426,walk,True,0.104403,37
val,72,fall,SA1_macroF1,SA1_sat,lenet,0.169562,walk,True,0.259205,29
val,72,fall,SA1_safety,SA1_sat,lenet,0.158591,walk,True,0.310699,40
val,72,fall,ST1_lowFA,ST1_beta3p0,lenet,0.090181,walk,True,0.157616,37
val,72,fall,ST1_safety,ST1_beta3p0,lenet,0.301955,walk,True,0.422517,32
val,72,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.07736,walk,True,0.153511,28
val,72,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.302194,walk,True,0.393386,29
val,72,fall,VD_seed42,variantD,lenet,0.055957,walk,True,0.99924,42
val,72,fall,VD_seed43,variantD,lenet,0.196955,walk,True,0.994964,32
val,73,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.085812,walk,True,0.543669,29
val,73,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.147541,walk,True,0.293561,18
val,73,fall,BLF_safety,BiLSTM_finetune,bilstm,0.065385,walk,True,0.227623,34
val,73,fall,G1_lowFA_s42,G1_hardneg,lenet,0.112786,walk,True,0.144991,25
val,73,fall,G1_maxrec_s42,G1_hardneg,lenet,0.197897,fall,True,0.306177,32
val,73,fall,G1_safety_s44,G1_hardneg,lenet,0.222514,fall,True,0.314376,30
val,73,fall,GR1_lowFA,GR1_gairat,lenet,0.109081,walk,True,0.187872,27
val,73,fall,GR1_macroF1,GR1_gairat,lenet,0.086618,walk,True,0.201419,33
val,73,fall,GR1_safety,GR1_gairat,lenet,0.20348,fall,True,0.36618,35
val,73,fall,SA1_macroF1,SA1_sat,lenet,0.168764,sit down,True,0.259205,30
val,73,fall,SA1_safety,SA1_sat,lenet,0.221597,fall,True,0.310699,28
val,73,fall,ST1_lowFA,ST1_beta3p0,lenet,0.116103,walk,True,0.157616,28
val,73,fall,ST1_macroF1,ST1_beta3p0,lenet,0.176148,walk,True,0.190872,24
val,73,fall,ST1_safety,ST1_beta3p0,lenet,0.289533,fall,True,0.422517,33
val,73,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.121418,walk,True,0.153511,19
val,73,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.207561,fall,True,0.289528,29
val,73,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.2349,walk,True,0.393386,34
val,73,fall,VD_seed42,variantD,lenet,0.359745,fall,True,0.99924,22
val,73,fall,VD_seed43,variantD,lenet,0.29756,fall,True,0.994964,20
val,74,fall,AFAC_maxscore,AFAC_optionB,lenet,0.187576,walk,True,0.200578,30
val,74,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.074268,walk,True,0.143261,33
val,74,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.05247,pickup,True,0.543669,39
val,74,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.105848,stand up,True,0.293561,31
val,74,fall,BLF_safety,BiLSTM_finetune,bilstm,0.067162,stand up,True,0.227623,32
val,74,fall,G1_maxrec_s42,G1_hardneg,lenet,0.242318,walk,True,0.306177,24
val,74,fall,SA1_lowFA,SA1_sat,lenet,0.083632,walk,True,0.104403,28
val,74,fall,SA1_safety,SA1_sat,lenet,0.290631,fall,True,0.310699,21
val,74,fall,ST1_lowFA,ST1_beta3p0,lenet,0.137387,walk,True,0.157616,24
val,74,fall,ST1_macroF1,ST1_beta3p0,lenet,0.137058,walk,True,0.190872,34
val,74,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.101325,walk,True,0.153511,22
val,74,fall,VD_seed42,variantD,lenet,0.497215,fall,True,0.99924,14
val,74,fall,VD_seed43,variantD,lenet,0.677898,fall,True,0.994964,4
val,75,fall,AFAC_maxscore,AFAC_optionB,lenet,0.148466,walk,True,0.200578,35
val,75,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.04492,run,True,0.143261,39
val,75,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.126276,walk,True,0.543669,15
val,75,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.0573,walk,True,0.293561,42
val,75,fall,BLF_safety,BiLSTM_finetune,bilstm,0.209772,fall,True,0.227623,4
val,75,fall,D14B_seed43,D14_pauc_rank,lenet,0.143274,walk,True,0.200217,36
val,75,fall,D14B_seed44,D14_pauc_rank,lenet,0.118147,walk,True,0.191555,39
val,75,fall,G1_lowFA_s42,G1_hardneg,lenet,0.115585,walk,True,0.144991,24
val,75,fall,G1_maxrec_s42,G1_hardneg,lenet,0.205372,walk,True,0.306177,31
val,75,fall,G1_safety_s44,G1_hardneg,lenet,0.155016,run,True,0.314376,38
val,75,fall,GR1_lowFA,GR1_gairat,lenet,0.079567,run,True,0.187872,35
val,75,fall,GR1_macroF1,GR1_gairat,lenet,0.172744,walk,True,0.201419,22
val,75,fall,GR1_safety,GR1_gairat,lenet,0.328003,run,True,0.36618,22
val,75,fall,SA1_lowFA,SA1_sat,lenet,0.034934,walk,True,0.104403,41
val,75,fall,SA1_macroF1,SA1_sat,lenet,0.164007,walk,True,0.259205,32
val,75,fall,SA1_safety,SA1_sat,lenet,0.258194,walk,True,0.310699,24
val,75,fall,ST1_lowFA,ST1_beta3p0,lenet,0.139699,run,True,0.157616,23
val,75,fall,ST1_macroF1,ST1_beta3p0,lenet,0.062727,walk,True,0.190872,43
val,75,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.040177,walk,True,0.153511,41
val,75,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.232621,walk,True,0.289528,26
val,75,fall,VD_seed42,variantD,lenet,0.610764,fall,True,0.99924,7
val,75,fall,VD_seed43,variantD,lenet,0.630032,fall,True,0.994964,5
val,76,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.112377,run,True,0.543669,22
val,76,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.140428,run,True,0.293561,23
val,76,fall,BLF_safety,BiLSTM_finetune,bilstm,0.088212,run,True,0.227623,27
val,76,fall,GR1_lowFA,GR1_gairat,lenet,0.166914,walk,True,0.187872,20
val,76,fall,ST1_safety,ST1_beta3p0,lenet,0.402889,fall,True,0.422517,17
val,76,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.279909,walk,True,0.289528,23
val,76,fall,VD_seed42,variantD,lenet,0.441457,fall,True,0.99924,20
val,76,fall,VD_seed43,variantD,lenet,0.432767,fall,True,0.994964,13
val,77,fall,AFAC_maxscore,AFAC_optionB,lenet,0.1877,fall,True,0.200578,29
val,77,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.129867,stand up,True,0.143261,24
val,77,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.105627,lie down,True,0.543669,24
val,77,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.163393,walk,True,0.293561,15
val,77,fall,BLF_safety,BiLSTM_finetune,bilstm,0.090592,walk,True,0.227623,25
val,77,fall,D14B_seed43,D14_pauc_rank,lenet,0.186809,walk,True,0.200217,27
val,77,fall,D14B_seed44,D14_pauc_rank,lenet,0.185018,walk,True,0.191555,26
val,77,fall,G1_lowFA_s42,G1_hardneg,lenet,0.088908,stand up,True,0.144991,30
val,77,fall,G1_maxrec_s42,G1_hardneg,lenet,0.166284,stand up,True,0.306177,38
val,77,fall,G1_safety_s44,G1_hardneg,lenet,0.190367,fall,True,0.314376,33
val,77,fall,GR1_lowFA,GR1_gairat,lenet,0.090916,stand up,True,0.187872,31
val,77,fall,GR1_macroF1,GR1_gairat,lenet,0.088305,walk,True,0.201419,32
val,77,fall,GR1_safety,GR1_gairat,lenet,0.174972,walk,True,0.36618,37
val,77,fall,SA1_macroF1,SA1_sat,lenet,0.186325,sit down,True,0.259205,28
val,77,fall,SA1_safety,SA1_sat,lenet,0.207511,fall,True,0.310699,31
val,77,fall,ST1_lowFA,ST1_beta3p0,lenet,0.098522,sit down,True,0.157616,33
val,77,fall,ST1_macroF1,ST1_beta3p0,lenet,0.130545,stand up,True,0.190872,35
val,77,fall,ST1_safety,ST1_beta3p0,lenet,0.275776,fall,True,0.422517,34
val,77,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.09582,stand up,True,0.153511,23
val,77,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.15574,stand up,True,0.289528,36
val,77,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.185535,walk,True,0.393386,40
val,77,fall,VD_seed42,variantD,lenet,0.123699,stand up,True,0.99924,38
val,77,fall,VD_seed43,variantD,lenet,0.18517,stand up,True,0.994964,36
val,78,fall,AFAC_maxscore,AFAC_optionB,lenet,0.147881,run,True,0.200578,36
val,78,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.099565,run,True,0.143261,30
val,78,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.088014,walk,True,0.543669,28
val,78,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.146998,walk,True,0.293561,19
val,78,fall,BLF_safety,BiLSTM_finetune,bilstm,0.089022,walk,True,0.227623,26
val,78,fall,D14B_seed43,D14_pauc_rank,lenet,0.159192,run,True,0.200217,33
val,78,fall,D14B_seed44,D14_pauc_rank,lenet,0.157299,run,True,0.191555,32
val,78,fall,G1_lowFA_s42,G1_hardneg,lenet,0.109621,run,True,0.144991,26
val,78,fall,G1_maxrec_s42,G1_hardneg,lenet,0.260205,fall,True,0.306177,21
val,78,fall,G1_safety_s44,G1_hardneg,lenet,0.236218,run,True,0.314376,27
val,78,fall,GR1_lowFA,GR1_gairat,lenet,0.104167,run,True,0.187872,28
val,78,fall,GR1_macroF1,GR1_gairat,lenet,0.149477,run,True,0.201419,25
val,78,fall,GR1_safety,GR1_gairat,lenet,0.325366,fall,True,0.36618,23
val,78,fall,SA1_macroF1,SA1_sat,lenet,0.224975,run,True,0.259205,22
val,78,fall,SA1_safety,SA1_sat,lenet,0.248859,run,True,0.310699,26
val,78,fall,ST1_macroF1,ST1_beta3p0,lenet,0.14089,run,True,0.190872,32
val,78,fall,ST1_safety,ST1_beta3p0,lenet,0.310491,run,True,0.422517,30
val,78,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.067517,run,True,0.153511,32
val,78,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.207866,run,True,0.289528,28
val,78,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.317001,fall,True,0.393386,26
val,78,fall,VD_seed42,variantD,lenet,0.654505,fall,True,0.99924,3
val,78,fall,VD_seed43,variantD,lenet,0.401209,fall,True,0.994964,16
val,79,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.119865,run,True,0.543669,19
val,79,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.140115,run,True,0.293561,24
val,79,fall,BLF_safety,BiLSTM_finetune,bilstm,0.087286,run,True,0.227623,29
val,79,fall,GR1_lowFA,GR1_gairat,lenet,0.156846,run,True,0.187872,21
val,79,fall,GR1_macroF1,GR1_gairat,lenet,0.165535,run,True,0.201419,24
val,79,fall,ST1_safety,ST1_beta3p0,lenet,0.383392,run,True,0.422517,20
val,79,fall,VD_seed42,variantD,lenet,0.540437,fall,True,0.99924,11
val,79,fall,VD_seed43,variantD,lenet,0.265536,run,True,0.994964,22
val,80,fall,AFAC_maxscore,AFAC_optionB,lenet,0.176868,fall,True,0.200578,32
val,80,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.078739,lie down,True,0.543669,31
val,80,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.130663,walk,True,0.293561,27
val,80,fall,BLF_safety,BiLSTM_finetune,bilstm,0.066488,lie down,True,0.227623,33
val,80,fall,D14B_seed43,D14_pauc_rank,lenet,0.188634,fall,True,0.200217,26
val,80,fall,D14B_seed44,D14_pauc_rank,lenet,0.18038,walk,True,0.191555,27
val,80,fall,G1_lowFA_s42,G1_hardneg,lenet,0.091082,lie down,True,0.144991,29
val,80,fall,G1_maxrec_s42,G1_hardneg,lenet,0.217152,fall,True,0.306177,28
val,80,fall,G1_safety_s44,G1_hardneg,lenet,0.224763,fall,True,0.314376,29
val,80,fall,GR1_lowFA,GR1_gairat,lenet,0.113811,walk,True,0.187872,26
val,80,fall,GR1_macroF1,GR1_gairat,lenet,0.080463,lie down,True,0.201419,35
val,80,fall,GR1_safety,GR1_gairat,lenet,0.206259,fall,True,0.36618,34
val,80,fall,SA1_lowFA,SA1_sat,lenet,0.07243,walk,True,0.104403,31
val,80,fall,SA1_macroF1,SA1_sat,lenet,0.151631,walk,True,0.259205,34
val,80,fall,SA1_safety,SA1_sat,lenet,0.197402,fall,True,0.310699,34
val,80,fall,ST1_safety,ST1_beta3p0,lenet,0.37057,fall,True,0.422517,22
val,80,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.06938,walk,True,0.153511,30
val,80,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.178086,lie down,True,0.289528,33
val,80,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.234498,fall,True,0.393386,35
val,80,fall,VD_seed42,variantD,lenet,0.241771,stand up,True,0.99924,31
val,80,fall,VD_seed43,variantD,lenet,0.243016,lie down,True,0.994964,27
val,81,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.04775,lie down,True,0.143261,37
val,81,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.1367,stand up,True,0.543669,12
val,81,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.185419,walk,True,0.293561,10
val,81,fall,BLF_safety,BiLSTM_finetune,bilstm,0.144644,stand up,True,0.227623,12
val,81,fall,G1_lowFA_s42,G1_hardneg,lenet,0.042701,lie down,True,0.144991,41
val,81,fall,SA1_lowFA,SA1_sat,lenet,0.068774,lie down,True,0.104403,33
val,81,fall,ST1b6_lowFA,ST1b6_beta6p0,lenet,0.065431,lie down,True,0.153511,34
val,81,fall,VD_seed42,variantD,lenet,0.731596,fall,True,0.99924,1
val,81,fall,VD_seed43,variantD,lenet,0.622288,fall,True,0.994964,6
val,82,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.031792,lie down,True,0.143261,42
val,82,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.099862,pickup,True,0.543669,25
val,82,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.169367,walk,True,0.293561,14
val,82,fall,BLF_safety,BiLSTM_finetune,bilstm,0.116002,lie down,True,0.227623,20
val,82,fall,G1_lowFA_s42,G1_hardneg,lenet,0.069745,lie down,True,0.144991,35
val,82,fall,VD_seed42,variantD,lenet,0.564652,fall,True,0.99924,9
val,82,fall,VD_seed43,variantD,lenet,0.68403,fall,True,0.994964,3
val,83,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.16398,walk,True,0.543669,9
val,83,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.183199,run,True,0.293561,12
val,83,fall,BLF_safety,BiLSTM_finetune,bilstm,0.129621,run,True,0.227623,18
val,83,fall,VD_seed42,variantD,lenet,0.488091,fall,True,0.99924,15
val,83,fall,VD_seed43,variantD,lenet,0.193778,lie down,True,0.994964,34
val,84,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.114763,run,True,0.543669,21
val,84,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.136207,run,True,0.293561,25
val,84,fall,BLF_safety,BiLSTM_finetune,bilstm,0.095222,run,True,0.227623,22
val,84,fall,ST1_safety,ST1_beta3p0,lenet,0.376218,run,True,0.422517,21
val,84,fall,VD_seed42,variantD,lenet,0.464761,fall,True,0.99924,17
val,84,fall,VD_seed43,variantD,lenet,0.258416,run,True,0.994964,25
val,85,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.13961,run,True,0.143261,22
val,85,fall,BLF_macroF1,BiLSTM_finetune,bilstm,0.160894,run,True,0.543669,11
val,85,fall,BLF_maxrec,BiLSTM_finetune,bilstm,0.183919,run,True,0.293561,11
val,85,fall,BLF_safety,BiLSTM_finetune,bilstm,0.134597,run,True,0.227623,17
val,85,fall,G1_maxrec_s42,G1_hardneg,lenet,0.255776,run,True,0.306177,22
val,85,fall,GR1_lowFA,GR1_gairat,lenet,0.123222,run,True,0.187872,25
val,85,fall,GR1_macroF1,GR1_gairat,lenet,0.132435,run,True,0.201419,27
val,85,fall,GR1_safety,GR1_gairat,lenet,0.353068,fall,True,0.36618,17
val,85,fall,SA1_macroF1,SA1_sat,lenet,0.216781,run,True,0.259205,23
val,85,fall,SA1_safety,SA1_sat,lenet,0.292212,run,True,0.310699,19
val,85,fall,ST1_lowFA,ST1_beta3p0,lenet,0.114168,run,True,0.157616,29
val,85,fall,ST1_macroF1,ST1_beta3p0,lenet,0.138328,run,True,0.190872,33
val,85,fall,ST1_safety,ST1_beta3p0,lenet,0.341864,run,True,0.422517,26
val,85,fall,ST1b6_macroF1,ST1b6_beta6p0,lenet,0.224459,run,True,0.289528,27
val,85,fall,ST1b6_safety,ST1b6_beta6p0,lenet,0.336493,run,True,0.393386,25
val,85,fall,VD_seed42,variantD,lenet,0.30009,walk,True,0.99924,27
val,85,fall,VD_seed43,variantD,lenet,0.171199,run,True,0.994964,38
val,86,fall,AFAC_maxscore,AFAC_optionB,lenet,0.140881,walk,True,0.200578,37
val,86,fall,AFAC_optBminFA,AFAC_optionB,lenet,0.107539,walk,True,0.143261,28
